 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,144203,21,29,1169,45025,570,0,55.66666667,162.8920911,2896,0,1552.586207,850.8786852,320340.0761,346.7334244,2942.918367,7584.863635,25206,0,144203,7210.15,10811.27938,25206,2,120805,4314.464286,11150.43999,48298,48,0,0,0,0,680,936,145.6280383,201.1053862,0,2896,905.7647059,989.2613121,978637.9435,0,0,0,1,0,0,0,0,1,923.88,55.66666667,1552.586207,680,0,0,0,0,0,0,21,1169,29,45025,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,251637,46,64,1325,108751,570,0,28.80434783,111.4072847,2910,0,1699.234375,793.3647801,437439.6452,437.1376228,2308.59633,8192.496836,61282,0,251637,5591.933333,14509.59367,84032,0,228276,3623.428571,11932.67405,62232,1,0,0,0,0,1168,2056,182.8030059,254.3346169,0,2910,991.6756757,1026.398719,1053494.33,0,0,0,1,0,0,0,0,1,1000.690909,28.80434783,1699.234375,1168,0,0,0,0,0,0,46,1325,64,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141979,40,53,1307,98601,570,0,32.675,119.1715823,4344,0,1860.396226,1072.376088,703681.5304,655.0264476,1543.25,5416.77597,23020,2,141827,3636.589744,8053.096412,23833,49,118959,2287.673077,6488.285878,23851,2,0,0,0,0,1012,1704,281.7318054,373.2946422,0,4344,1062.851064,1216.577643,1480061.16,0,0,0,1,0,0,0,0,1,1074.27957,32.675,1860.396226,1012,0,0,0,0,0,0,40,1307,53,98601,29200,61,27,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,144129,50,59,1331,110185,570,0,26.62,107.0277267,4344,0,1867.542373,928.8619348,773723.5393,756.2669553,1334.527778,5057.420515,23310,1,144096,2940.734694,7383.079574,24948,48,120917,2084.775862,6202.576615,23977,1,0,0,0,0,1284,1896,346.9114474,409.3555079,0,4344,1013.781818,1146.836441,1315233.824,0,0,0,1,0,0,0,0,1,1023.082569,26.62,1867.542373,1284,0,0,0,0,0,0,50,1331,59,110185,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142419,30,54,1169,102959,570,0,38.96666667,137.7402561,4344,0,1906.648148,962.183938,731138.4015,589.808944,1715.891566,5705.055026,23741,2,142419,4911.0,9048.645254,23875,40,119126,2247.660377,6494.086615,24266,2,0,0,0,0,968,1736,210.6460514,379.1628926,0,4344,1225.035294,1187.279568,1409632.773,0,0,0,1,0,0,0,0,1,1239.619048,38.96666667,1906.648148,968,0,0,0,0,0,0,30,1169,54,102959,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,143111,46,57,1325,110185,570,0,28.80434783,111.4072847,4344,0,1933.070175,994.6422878,779185.3876,719.7210557,1403.04902,5208.842273,23788,1,143034,3178.533333,7623.592712,24383,1,119889,2140.875,6328.970734,24543,2,0,0,0,0,1168,1832,321.428821,398.2922347,0,4344,1072.211538,1204.486997,1450788.926,0,0,0,1,0,0,0,0,1,1082.621359,28.80434783,1933.070175,1168,0,0,0,0,0,0,46,1325,57,110185,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142862,49,58,1325,108751,570,0,27.04081633,108.0950506,4344,0,1875.017241,934.8060028,770505.8028,748.9745349,1347.754717,5085.537866,23170,1,142757,2974.104167,7378.112159,23819,1,119692,2099.859649,6238.739406,23840,1,0,0,0,0,1264,1864,342.9883384,405.9861965,0,4344,1019.222222,1152.50613,1328270.38,0,0,0,1,0,0,0,0,1,1028.747664,27.04081633,1875.017241,1264,0,0,0,0,0,0,49,1325,58,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142415,46,56,1313,104393,570,0,28.54347826,111.4687214,2896,0,1864.160714,855.4030156,742239.2304,716.2166907,1410.049505,5194.103074,23074,1,142344,3163.2,7596.813428,23853,1,119453,2171.872727,6337.183353,23859,2,0,0,0,0,1192,1800,322.999684,393.2170066,0,2896,1026.271845,1115.677673,1244736.67,0,0,0,1,0,0,0,0,1,1036.333333,28.54347826,1864.160714,1192,0,0,0,0,0,0,46,1313,56,104393,29200,61,28,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,190932,49,58,1337,100049,570,0,27.28571429,108.0391519,4344,0,1724.982759,872.5490082,531005.8031,560.4089414,1801.245283,6842.17481,48493,0,190932,3977.75,9894.630202,48642,47,167648,2941.192982,8750.064648,48493,1,0,0,0,0,1240,1864,256.6358704,303.773071,0,4344,938.7592593,1065.161976,1134570.035,0,0,0,1,0,0,0,0,1,947.5327103,27.28571429,1724.982759,1240,0,0,0,0,0,0,49,1337,58,100049,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,123075,39,49,1289,95705,570,0,33.05128205,120.7289153,4344,0,1953.163265,1041.988631,788088.5639,715.011172,1414.655172,5251.477949,23195,1,122988,3236.526316,7766.327821,23867,1,99880,2080.833333,6309.296168,23920,2,0,0,0,0,1016,1576,316.8799512,398.1312208,0,4344,1089.820225,1233.682003,1521971.285,0,0,0,1,0,0,0,0,1,1102.204545,33.05128205,1953.163265,1016,0,0,0,0,0,0,39,1289,49,95705,29200,61,24,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,196205,47,58,1319,108737,570,0,28.06382979,110.2994746,4344,0,1874.775862,973.8318066,560923.5239,535.1545577,1886.586538,7232.633502,53061,1,196205,4265.326087,10534.73973,53213,2,173032,3035.649123,9218.456189,53061,1,0,0,0,0,1212,1864,239.5453735,295.6091843,0,4344,1038.264151,1172.067009,1373741.072,0,0,0,1,0,0,0,0,1,1048.152381,28.06382979,1874.775862,1212,0,0,0,0,0,0,47,1319,58,108737,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142438,48,60,1337,108751,570,0,27.85416667,109.1083766,4344,0,1812.516667,904.8028251,772883.6406,758.2246311,1331.196262,5042.366759,23190,2,142330,3028.297872,7403.903174,23776,17,119250,2021.186441,6109.527863,23842,2,0,0,0,0,1208,1928,336.9887249,421.2359061,0,4344,1009.981651,1117.306284,1248373.333,0,0,0,1,0,0,0,0,1,1019.333333,27.85416667,1812.516667,1208,0,0,0,0,0,0,48,1337,60,108751,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,129645,29,51,1169,98601,570,0,40.31034483,139.9780859,4344,0,1933.352941,940.4156916,769563.0375,617.0696903,1641.075949,5503.008433,23429,1,129645,4630.178571,8746.57345,24027,19,100923,2018.46,6211.1268,24306,1,0,0,0,0,936,1640,223.6877627,393.3819276,0,4344,1231.728395,1186.148315,1406947.825,0,0,0,1,0,0,0,0,1,1247.125,40.31034483,1933.352941,936,0,0,0,0,0,0,29,1169,51,98601,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142337,45,53,1307,105855,570,0,29.04444444,112.6759141,4344,0,1997.264151,987.6848639,752875.2187,688.5068535,1467.391753,5300.600633,23341,1,142188,3231.545455,7602.654831,23665,1,119217,2292.634615,6520.69028,24323,3,0,0,0,0,1172,1704,316.1511062,372.3557473,0,4344,1082.444444,1223.691206,1497420.168,0,0,0,1,0,0,0,0,1,1093.489796,29.04444444,1997.264151,1172,0,0,0,0,0,0,45,1307,53,105855,29200,61,27,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118347,19,27,1169,46473,570,0,61.52631579,170.5915748,4344,0,1721.222222,1057.155412,402561.9576,388.6875037,2629.933333,7119.024133,23288,1,118347,6574.833333,10421.10002,23900,4,95334,3666.692308,8281.860133,24019,50,0,0,0,0,616,872,160.5448385,228.1426652,0,4344,1013.659574,1154.860791,1333703.447,0,0,0,1,0,0,0,0,1,1035.695652,61.52631579,1721.222222,616,0,0,0,0,0,0,19,1169,27,46473,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,23559,27,30,162,56486,6,6,6.0,0.0,2896,0,1882.866667,774.3889575,2404516.321,2419.457532,420.6964286,2486.144338,18686,1,23559,906.1153846,3658.257305,18836,1,23391,806.5862069,3439.381615,18686,1,0,0,0,0,540,960,1146.058831,1273.398701,0,2896,976.7931034,1095.509555,1200141.185,1,0,0,0,0,0,0,0,1,993.9298246,6.0,1882.866667,540,0,0,0,0,0,0,27,162,30,56486,0,61,26,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,144094,48,61,1325,108751,570,0,27.60416667,109.1662288,2896,0,1782.803279,847.2000712,763917.998,756.4506503,1334.203704,5058.042076,23596,0,144093,3065.808511,7420.022643,23921,0,120945,2015.75,6188.751931,24849,3,0,0,0,0,1232,1960,333.1158827,423.3347676,0,2896,1000.690909,1081.07639,1168726.16,0,0,0,1,0,0,0,0,1,1009.87156,27.60416667,1782.803279,1232,0,0,0,0,0,0,48,1325,61,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,143144,45,57,1331,108751,570,0,29.57777778,112.5484722,4344,0,1907.912281,1025.16156,769029.7882,712.5691611,1417.267327,5233.35985,23239,1,143100,3252.272727,7710.175289,23863,1,119941,2141.803571,6327.367295,23916,1,0,0,0,0,1124,1832,314.3687476,398.2004136,0,4344,1068.757282,1209.791349,1463595.107,0,0,0,1,0,0,0,0,1,1079.235294,29.57777778,1907.912281,1124,0,0,0,0,0,0,45,1331,57,108751,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119507,21,30,1169,45025,570,0,55.66666667,162.8920911,2896,0,1500.833333,796.7306508,386538.0271,426.7532446,2390.14,6842.433193,23481,0,119507,5975.35,10060.23018,24092,1,96225,3318.103448,8046.296221,24386,2,0,0,0,0,680,968,175.7219242,251.0313203,0,2896,888.3461538,944.9880357,893002.3876,0,0,0,1,0,0,0,0,1,905.7647059,55.66666667,1500.833333,680,0,0,0,0,0,0,21,1169,30,45025,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,125130,31,50,1169,95705,570,0,37.70967742,135.6058488,4344,0,1914.1,984.2356249,774186.8457,647.3267801,1564.125,5460.612275,23192,1,125130,4171.0,8564.623075,24025,4,99665,2033.979592,6230.702035,23854,1,0,0,0,0,1000,1608,247.742348,399.5844322,0,4344,1181.390244,1200.853408,1442048.908,0,0,0,1,0,0,0,0,1,1195.975309,37.70967742,1914.1,1000,0,0,0,0,0,0,31,1169,50,95705,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,196395,49,59,1337,105841,570,0,27.28571429,108.0391519,4344,0,1793.915254,900.9242053,545726.7242,549.9121668,1835.46729,7160.385821,53935,1,196395,4091.5625,10416.32638,54088,1,173097,2984.431034,9171.105968,53935,1,0,0,0,0,1240,1896,249.4971868,300.41498,0,4344,983.2844037,1106.197291,1223672.446,0,0,0,1,0,0,0,0,1,992.3888889,27.28571429,1793.915254,1240,0,0,0,0,0,0,49,1337,59,105841,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,153563,69,105,1427,217337,570,0,20.68115942,91.37728717,4344,0,2069.87619,935.9678218,1424587.954,1133.085444,887.6473988,3914.335905,23389,1,153532,2257.823529,6112.232792,23980,2,130174,1251.673077,4691.867027,23929,2,0,0,0,0,1700,3368,449.3269863,683.7584574,0,4344,1250.08,1241.275759,1540765.511,0,0,0,1,0,0,0,0,1,1257.264368,20.68115942,2069.87619,1700,0,0,0,0,0,0,69,1427,105,217337,29200,61,47,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,493625,51,61,1343,110185,570,0,26.33333333,105.9650257,2896,0,1806.311475,858.3705793,225936.6928,226.8928843,4447.072072,28112.92436,286532,0,493625,9872.5,49686.03328,350462,1,470492,7841.533333,40820.27564,309764,1,0,0,0,0,1292,1960,103.3172955,123.5755888,0,2896,986.9734513,1092.825846,1194268.33,0,0,0,1,0,0,0,0,1,995.7857143,26.33333333,1806.311475,1292,0,0,0,0,0,0,51,1343,61,110185,29200,61,33,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,164289,71,102,1439,217337,570,0,20.26760563,90.09565674,4344,0,2130.754902,968.0548777,1331653.367,1053.022418,955.1686047,3960.968319,23303,2,164238,2346.257143,6059.076286,23652,3,141324,1399.247525,5313.223457,34078,2,0,0,0,0,1740,3272,432.1652697,620.8571481,0,4344,1257.333333,1279.597676,1637370.212,0,0,0,1,0,0,0,0,1,1264.601156,20.26760563,2130.754902,1740,0,0,0,0,0,0,71,1439,102,217337,29200,61,49,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,197460,46,56,1325,105841,570,0,28.80434783,111.4072847,4344,0,1890.017857,1025.776699,542722.5767,516.560316,1955.049505,7352.868143,53806,0,197460,4388.0,10747.66982,53870,41,174464,3172.072727,9395.774533,53806,1,0,0,0,0,1168,1800,232.9585739,283.6017421,0,4344,1040.446602,1200.52908,1441270.073,0,0,0,1,0,0,0,0,1,1050.647059,28.80434783,1890.017857,1168,0,0,0,0,0,0,46,1325,56,105841,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141925,45,56,1325,102959,570,0,29.44444444,112.5805884,4344,0,1838.553571,889.724777,734782.4555,711.6434737,1419.25,5239.858833,23261,1,141925,3225.568182,7683.771453,24022,33,118876,2161.381818,6359.18325,23891,1,0,0,0,0,1136,1800,317.0688744,394.5745993,0,4344,1022.392157,1120.518534,1255561.785,0,0,0,1,0,0,0,0,1,1032.514851,29.44444444,1838.553571,1136,0,0,0,0,0,0,45,1325,56,102959,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,186620,45,58,1319,105841,570,0,29.31111111,112.6125341,4344,0,1824.844828,956.8748071,574214.9823,551.9236952,1829.607843,6711.604275,44707,0,186620,4241.363636,9862.044439,44757,1,163583,2869.877193,8403.426744,44743,1,0,0,0,0,1148,1864,241.1317115,310.7919837,0,4344,1030.384615,1147.025586,1315667.695,0,0,0,1,0,0,0,0,1,1040.38835,29.31111111,1824.844828,1148,0,0,0,0,0,0,45,1319,58,105841,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142085,42,55,1307,104393,570,0,31.11904762,116.4418001,4344,0,1898.054545,1033.450252,743920.8924,682.6899391,1480.052083,5324.346185,23173,1,141977,3462.853659,7873.983762,23578,1,118912,2202.074074,6366.608759,23724,1,0,0,0,0,1076,1768,295.5977056,387.0922335,0,4344,1078.571429,1211.662554,1468126.144,0,0,0,1,0,0,0,0,1,1089.690722,31.11904762,1898.054545,1076,0,0,0,0,0,0,42,1307,55,104393,29200,61,27,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142250,46,54,1337,102959,570,0,29.06521739,111.3451894,4344,0,1906.648148,962.5813792,733188.0492,702.9876977,1436.868687,5255.189374,23233,0,142250,3161.111111,7592.78019,23680,1,118979,2244.886792,6437.778749,23799,2,0,0,0,0,1144,1736,323.3743409,379.6133568,0,4344,1032.633663,1176.059605,1383116.194,0,0,0,1,0,0,0,0,1,1042.96,29.06521739,1906.648148,1144,0,0,0,0,0,0,46,1337,54,102959,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,186158,47,56,1319,108737,570,0,28.06382979,110.2994746,2896,0,1941.732143,922.2032214,591196.7254,553.2934389,1825.078431,6693.357801,44310,1,186158,4046.913043,9625.968215,44418,2,163064,2964.8,8497.694233,44310,1,0,0,0,0,1212,1800,252.4737051,300.8197338,0,2896,1058.230769,1174.342892,1379081.228,0,0,0,1,0,0,0,0,1,1068.504854,28.06382979,1941.732143,1212,0,0,0,0,0,0,47,1319,56,108737,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,151837,43,55,1301,105855,570,0,30.25581395,115.178969,4344,0,1924.636364,962.9127756,705730.4873,645.4289798,1565.329897,5353.440048,23353,-1,151739,3612.833333,7844.040512,24252,47,128691,2383.166667,7064.063606,32961,2,0,0,0,0,1120,1768,283.1984299,362.2305499,0,4344,1082.383838,1188.438598,1412386.3,0,0,0,1,0,0,0,0,1,1093.428571,30.25581395,1924.636364,1120,0,0,0,0,0,0,43,1301,55,105855,29200,61,26,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,187854,49,58,1331,105841,570,0,27.16326531,108.0671757,4344,0,1824.844828,917.6278304,570506.883,569.5912783,1772.207547,6680.28236,46052,1,187854,3913.625,9616.040632,46193,2,164769,2890.684211,8520.298077,46052,1,0,0,0,0,1252,1864,260.8408658,308.7504126,0,4344,992.3333333,1124.851409,1265290.692,0,0,0,1,0,0,0,0,1,1001.607477,27.16326531,1824.844828,1252,0,0,0,0,0,0,49,1331,58,105841,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,189132,48,57,1331,105841,570,0,27.72916667,109.1373797,2896,0,1856.859649,892.5069715,566651.8622,555.1678193,1818.576923,6809.008818,46940,1,189132,4024.085106,9814.204512,47007,47,165919,2962.839286,8678.56247,46940,1,0,0,0,0,1220,1832,253.7910031,301.3768162,0,2896,1011.056604,1127.067386,1270280.892,0,0,0,1,0,0,0,0,1,1020.685714,27.72916667,1856.859649,1220,0,0,0,0,0,0,48,1331,57,105841,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,189297,47,64,1325,108737,570,0,28.19148936,110.2697559,2896,0,1699.015625,793.0275019,581424.9565,586.3801328,1720.881818,6618.841658,46981,0,189297,4115.152174,9867.272288,47009,1,166055,2635.793651,8229.121462,47172,2,0,0,0,0,1200,2056,248.2870833,338.0930495,0,2896,982.6964286,1025.816527,1052299.547,0,0,0,1,0,0,0,0,1,991.5495495,28.19148936,1699.015625,1200,0,0,0,0,0,0,47,1325,64,108737,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,410231,47,61,1331,105841,570,0,28.31914894,110.239878,4344,0,1735.098361,904.6948603,261247.931,263.2663061,3833.934579,17270.04349,155644,1,410231,8918.065217,32728.23387,215014,1,386952,6449.2,25187.19621,178689,1,0,0,0,0,1188,1960,114.5695962,148.6967099,0,4344,983.2293578,1088.5557,1184953.512,0,0,0,1,0,0,0,0,1,992.3333333,28.31914894,1735.098361,1188,0,0,0,0,0,0,47,1331,61,105841,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,151245,45,56,1319,110185,570,0,29.31111111,112.6125341,4344,0,1967.589286,1080.221186,737240.9005,667.7906708,1512.45,5274.146329,23504,1,151144,3435.090909,7696.90185,24850,1,128024,2327.709091,6878.030736,31175,1,0,0,0,0,1148,1800,297.5304969,370.2601739,0,4344,1093.176471,1257.375102,1580992.147,0,0,0,1,0,0,0,0,1,1104.0,29.31111111,1967.589286,1148,0,0,0,0,0,0,45,1319,56,110185,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142602,44,56,1325,108751,570,0,30.11363636,113.7915712,4344,0,1941.982143,1038.72146,771910.6324,701.2524369,1440.424242,5248.632417,23323,0,142563,3315.418605,7744.732438,23606,1,119279,2168.709091,6310.852348,23660,1,0,0,0,0,1104,1800,308.5510722,392.7013646,0,4344,1089.861386,1229.48538,1511634.301,0,0,0,1,0,0,0,0,1,1100.76,30.11363636,1941.982143,1104,0,0,0,0,0,0,44,1325,56,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,194935,50,66,1343,105841,570,0,26.86,106.9733917,4344,0,1603.651515,763.195559,549844.8201,595.0701516,1695.086957,6319.887144,43698,0,194935,3978.265306,9788.732408,43730,0,171862,2644.030769,7874.093349,43889,1,0,0,0,0,1260,2120,256.495755,338.5743966,0,4344,916.1025641,973.7844889,948256.2308,0,0,0,1,0,0,0,0,1,924.0,26.86,1603.651515,1260,0,0,0,0,0,0,50,1343,66,105841,29200,61,33,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,143713,48,57,1331,108751,570,0,27.72916667,109.1373797,4344,0,1907.912281,987.9645432,765984.984,730.6228386,1381.855769,5162.430406,24108,-1,143713,3057.723404,7498.946812,24491,1,120663,2154.696429,6337.776894,24511,1,0,0,0,0,1220,1832,333.9990119,396.6238267,0,4344,1038.509434,1188.929236,1413552.728,0,0,0,1,0,0,0,0,1,1048.4,27.72916667,1907.912281,1220,0,0,0,0,0,0,48,1331,57,108751,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,193200,47,60,1331,105841,570,0,28.31914894,110.239878,4344,0,1764.016667,883.4411243,554720.4969,553.8302277,1822.641509,6993.976148,50869,1,193200,4200.0,10302.30258,51008,27,170095,2882.966102,8823.959018,50869,1,0,0,0,0,1188,1928,243.2712215,310.5590062,0,4344,992.3333333,1089.45364,1186909.234,0,0,0,1,0,0,0,0,1,1001.607477,28.31914894,1764.016667,1188,0,0,0,0,0,0,47,1331,60,105841,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141409,44,52,1319,102959,570,0,29.97727273,113.8247303,4344,0,1979.980769,947.1421305,737421.2391,678.8818251,1488.515789,5363.391278,23304,2,141409,3288.581395,7720.658368,23915,44,118326,2320.117647,6573.70354,23961,2,0,0,0,0,1116,1672,311.1541698,367.7276552,0,4344,1075.030928,1199.40265,1438566.718,0,0,0,1,0,0,0,0,1,1086.229167,29.97727273,1979.980769,1116,0,0,0,0,0,0,44,1319,52,102959,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,189682,47,57,1325,105841,570,0,28.19148936,110.2697559,4344,0,1856.859649,972.7966209,564977.1723,548.2860788,1841.572816,6853.91824,47232,1,189682,4123.521739,9950.499973,47356,48,166600,2975.0,8707.340966,47232,1,0,0,0,0,1200,1832,247.7831318,300.502947,0,4344,1020.628571,1163.328078,1353332.216,0,0,0,1,0,0,0,0,1,1030.442308,28.19148936,1856.859649,1200,0,0,0,0,0,0,47,1325,57,105841,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,190104,48,62,1337,105841,570,0,27.85416667,109.1083766,2896,0,1707.112903,804.598996,563786.1381,578.6306443,1744.073394,6682.313288,47563,1,190104,4044.765957,9876.642517,47683,1,166866,2735.508197,8380.654051,47563,1,0,0,0,0,1208,1992,252.493372,326.1372722,0,2896,965.5675676,1032.568938,1066198.611,0,0,0,1,0,0,0,0,1,974.3454545,27.85416667,1707.112903,1208,0,0,0,0,0,0,48,1337,62,105841,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,196113,47,57,1325,100049,570,0,28.19148936,110.2697559,4344,0,1755.245614,892.0494117,516916.2677,530.306507,1904.009709,7304.648164,53920,1,196113,4263.326087,10620.39259,54081,1,172854,3086.678571,9333.670287,53920,2,0,0,0,0,1200,1832,239.6577483,290.6487586,0,4344,965.4666667,1087.057417,1181693.828,0,0,0,1,0,0,0,0,1,974.75,28.19148936,1755.245614,1200,0,0,0,0,0,0,47,1325,57,100049,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118448,19,26,1169,45025,570,0,61.52631579,170.5915748,4344,0,1731.730769,1222.559792,389993.9214,379.9135486,2692.0,7215.177482,23105,4,118448,6580.444444,10390.4546,23648,48,95364,3814.56,8454.414966,23849,16,0,0,0,0,616,840,160.4079427,219.5056058,0,4344,1004.217391,1243.153891,1545431.596,0,0,0,1,0,0,0,0,1,1026.533333,61.52631579,1731.730769,616,0,0,0,0,0,0,19,1169,26,45025,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141760,42,52,1301,102959,570,0,30.97619048,116.4770443,4344,0,1979.980769,947.1421305,735468.3973,663.0925508,1524.301075,5400.186607,23468,-1,141760,3457.560976,7850.172412,23908,2,118707,2327.588235,6554.427063,24273,1,0,0,0,0,1088,1672,296.275395,366.8171558,0,4344,1097.473684,1201.868075,1444486.869,0,0,0,1,0,0,0,0,1,1109.148936,30.97619048,1979.980769,1088,0,0,0,0,0,0,42,1301,52,102959,29200,61,26,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,151973,72,102,1415,217337,570,0,19.65277778,89.55432056,4344,0,2130.754902,989.2669697,1439413.58,1144.94022,878.4566474,3947.832378,23110,1,151821,2138.323944,6056.048773,23798,3,128985,1277.079208,4773.426844,23854,2,0,0,0,0,1820,3272,473.7683667,671.1718529,0,4344,1250.011429,1288.967706,1661437.747,0,0,0,1,0,0,0,0,1,1257.195402,19.65277778,2130.754902,1820,0,0,0,0,0,0,72,1415,102,217337,29200,61,45,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,23637,25,29,150,57934,6,6,6.0,0.0,4344,0,1997.724138,1053.461468,2457333.841,2284.553877,445.9811321,2598.72034,19002,1,23569,982.0416667,3851.022817,19057,2,23563,841.5357143,3560.050077,19003,1,0,0,0,0,500,928,1057.663832,1226.890045,0,4344,1056.181818,1257.99189,1582543.596,1,0,0,0,0,0,0,0,1,1075.740741,6.0,1997.724138,500,0,0,0,0,0,0,25,150,29,57934,0,61,24,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,144286,49,60,1325,110185,570,0,27.04081633,108.0950506,4344,0,1836.416667,913.9009198,772840.0538,755.4440486,1335.981481,5099.327649,23895,0,144278,3005.791667,7464.850211,24246,2,120834,2048.033898,6204.73486,24269,1,0,0,0,0,1264,1928,339.6032879,415.8407607,0,4344,1013.727273,1129.988259,1276873.466,0,0,0,1,0,0,0,0,1,1023.027523,27.04081633,1836.416667,1264,0,0,0,0,0,0,49,1325,60,110185,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,142929,47,57,1319,110185,570,0,28.06382979,110.2994746,4344,0,1933.070175,994.6422878,780135.5918,727.6340001,1387.660194,5168.526715,23749,2,142777,3103.847826,7508.272703,24140,46,119661,2136.803571,6297.26384,24465,3,0,0,0,0,1212,1832,328.8345962,398.7994039,0,4344,1061.942857,1203.291382,1447910.151,0,0,0,1,0,0,0,0,1,1072.153846,28.06382979,1933.070175,1212,0,0,0,0,0,0,47,1319,57,110185,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
